product_id,product_name,product_category,product_sub_category,product_container
994,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders and Binder Accessories,Small Box
995,Avery 503,Office Supplies,Labels,Small Box
996,"Master Caster Door Stop, Large Neon Orange",Furniture,Office Furnishings,Wrap Bag
997,Hon 4060 Series Tables,Furniture,Tables,Large Box
998,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,Wrap Bag
999,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Pens & Art Supplies,Wrap Bag
1000,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,Small Box
1001,Avery 508,Office Supplies,Labels,Small Box
1002,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,Appliances,Small Box
1003,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Office Furnishings,Jumbo Drum
1004,Hoover Commercial Lightweight Upright Vacuum with E-Z EmptyÂª Dirt Cup,Office Supplies,Appliances,Small Box
1005,Accessory1,Technology,Telephones and Communication,Small Pack
1006,Acme KleencutÂ¨ Forged Steel Scissors,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack
1007,SAFCO Optional Arm Kit for WorkspaceÂ¨ Cribbage Stacking Chair,Furniture,Chairs & Chairmats,Medium Box
1008,Staples Pushpins,Office Supplies,Rubber Bands,Wrap Bag
1009,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders and Binder Accessories,Small Box
1010,AcmeÂ¨ Elite Stainless Steel Scissors,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack
1011,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,Small Box
1012,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper,Small Box
1013,AcmeÂ¨ Office Executive Series Stainless Steel Trimmers,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack
1014,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Small Box
1015,Large Capacity Hanging Post Binders,Office Supplies,Binders and Binder Accessories,Small Box
1016,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Office Furnishings,Wrap Bag
1017,"Binney & Smith CrayolaÂ¨ Metallic Colored Pencils, 8-Color Set",Office Supplies,Pens & Art Supplies,Wrap Bag
1018,Sensible Storage WireTech Storage Systems,Office Supplies,Storage & Organization,Large Box
1019,Balt Solid Wood Rectangular Table,Furniture,Tables,Jumbo Box
1020,6162m,Technology,Telephones and Communication,Small Box
1021,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs & Chairmats,Jumbo Drum
1022,Avery 484,Office Supplies,Labels,Small Box
1023,5170,Technology,Telephones and Communication,Small Box
1024,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs & Chairmats,Jumbo Drum
1025,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,Small Box
1026,"Black Print Carbonless Snap-OffÂ¨ Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,Wrap Bag
1027,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,Jumbo Box
1028,Decoflex Hanging Personal Folder File,Office Supplies,Storage & Organization,Small Box
1029,Advantus SlideClipÂª Paper Clips,Office Supplies,Rubber Bands,Wrap Bag
1030,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,Wrap Bag
1031,Safco Industrial Wire Shelving,Office Supplies,Storage & Organization,Large Box
1032,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders and Binder Accessories,Small Box
1033,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs & Chairmats,Jumbo Drum
1034,2190,Technology,Telephones and Communication,Small Box
1035,Xerox 1916,Office Supplies,Paper,Small Box
1036,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,Small Box
1037,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers and Fax,Large Box
1038,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Technology,Office Machines,Medium Box
1039,Xerox 1895,Office Supplies,Paper,Small Box
1040,V70,Technology,Telephones and Communication,Small Box
1041,"Tyvek Â¨ Top-Opening Peel & Seel Â¨ Envelopes, Gray",Office Supplies,Envelopes,Small Box
1042,Storex Dura ProÂª Binders,Office Supplies,Binders and Binder Accessories,Small Box
1043,Newell 31,Office Supplies,Pens & Art Supplies,Wrap Bag
1044,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,Wrap Bag
1045,RogersÂ¨ Profile Extra Capacity Storage Tub,Office Supplies,Storage & Organization,Small Box
1046,TimeportP7382,Technology,Telephones and Communication,Small Box
1047,Avery 501,Office Supplies,Labels,Small Box
1048,PortfileÂ¨ Personal File Boxes,Office Supplies,Storage & Organization,Small Box
1049,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage & Organization,Large Box
1050,Quality Park Security Envelopes,Office Supplies,Envelopes,Small Box
1051,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Technology,Computer Peripherals,Small Pack
1052,Rubber Band Ball,Office Supplies,Rubber Bands,Wrap Bag
1053,Hon ValutaskÂª Swivel Chairs,Furniture,Chairs & Chairmats,Jumbo Drum
1054,i1000plus,Technology,Telephones and Communication,Small Box
1055,Sauder Camden County Collection Library,Furniture,Bookcases,Jumbo Box
1056,Prang Dustless Chalk Sticks,Office Supplies,Pens & Art Supplies,Wrap Bag
1057,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage & Organization,Small Box
1058,Xerox 1888,Office Supplies,Paper,Small Box
1059,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Pens & Art Supplies,Wrap Bag
1060,Newell 325,Office Supplies,Pens & Art Supplies,Wrap Bag
1061,"Binney & Smith inkTankÂª Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Pens & Art Supplies,Wrap Bag
1062,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Pens & Art Supplies,Wrap Bag
1063,Staples Colored Interoffice Envelopes,Office Supplies,Envelopes,Small Box
1064,Xerox 1964,Office Supplies,Paper,Small Box
1065,Xerox 1880,Office Supplies,Paper,Small Box
1066,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Office Furnishings,Large Box
1067,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,Wrap Bag
1068,"TDK 4.7GB DVD-R Spindle, 15/Pack",Technology,Computer Peripherals,Small Pack
1069,Xerox 2,Office Supplies,Paper,Small Box
1070,i600,Technology,Telephones and Communication,Small Box
1071,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Jumbo Box
1072,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Technology,Computer Peripherals,Small Pack
1073,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Pens & Art Supplies,Wrap Bag
1074,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Technology,Office Machines,Jumbo Drum
1075,Xerox 1991,Office Supplies,Paper,Small Box
1076,TrimflexÂª Flexible Post Binders,Office Supplies,Binders and Binder Accessories,Small Box
1077,Tenex Antistatic Computer Chair Mats,Furniture,Office Furnishings,Medium Box
1078,"BOSTONÂ¨ RangerÂ¨ #55 Pencil Sharpener, Black",Office Supplies,Pens & Art Supplies,Small Box
1079,Iris Project Case,Office Supplies,Storage & Organization,Medium Box
1080,Xerox 1961,Office Supplies,Paper,Small Box
1081,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,Jumbo Box
1082,Crayola Colored Pencils,Office Supplies,Pens & Art Supplies,Wrap Bag
1083,4009Â¨ Highlighters by Sanford,Office Supplies,Pens & Art Supplies,Wrap Bag
1084,282,Technology,Telephones and Communication,Small Box
1085,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,Jumbo Box
1086,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Pens & Art Supplies,Small Pack
1087,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,Small Box
1088,Advantus Push Pins,Office Supplies,Rubber Bands,Wrap Bag
1089,V3682,Technology,Telephones and Communication,Small Box
1090,AstroparcheÂ¨ Fine Business Paper,Office Supplies,Paper,Small Box
1091,Xerox 1951,Office Supplies,Paper,Small Box
1092,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Technology,Computer Peripherals,Small Pack
1093,Maxell 4.7GB DVD-R,Technology,Computer Peripherals,Small Pack
1094,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Office Furnishings,Large Box
1095,Accohide Poly Flexible Ring Binders,Office Supplies,Binders and Binder Accessories,Small Box
1096,Avery File Folder Labels,Office Supplies,Labels,Small Box
1097,Balt Split Level Computer Training Table,Furniture,Tables,Jumbo Box
1098,SC-3160,Technology,Telephones and Communication,Small Box
1099,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Technology,Computer Peripherals,Small Pack
1100,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Office Furnishings,Small Pack
1101,Regeneration Desk Collection,Furniture,Office Furnishings,Small Box
1102,Xerox 1996,Office Supplies,Paper,Small Box
1103,Verbatim 4.7GB DVD-R,Technology,Computer Peripherals,Small Pack
1104,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage & Organization,Small Box
1105,Global Leather Executive Chair,Furniture,Chairs & Chairmats,Jumbo Drum
1106,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,Jumbo Box
1107,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Office Furnishings,Small Box
1108,Lumber Crayons,Office Supplies,Pens & Art Supplies,Wrap Bag
1109,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Small Box
1110,Xerox 200,Office Supplies,Paper,Small Box
1111,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers and Fax,Large Box
1112,Hon Rectangular Conference Tables,Furniture,Tables,Jumbo Box
1113,"Acco PRESSTEXÂ¨ Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders and Binder Accessories,Small Box
1114,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Office Furnishings,Medium Box
1115,Acco Keyboard-In-A-BoxÂ¨,Technology,Computer Peripherals,Small Box
1116,"Post-itÂ¨ ÃImportant MessageÃ Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,Wrap Bag
1117,Xerox 1963,Office Supplies,Paper,Small Box
1118,Computer Printout Index Tabs,Office Supplies,Binders and Binder Accessories,Small Box
1119,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,Jumbo Box
1120,Advantus Rolling Storage Box,Office Supplies,Storage & Organization,Small Box
1121,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage & Organization,Small Box
1122,Microsoft Office Keyboard,Technology,Computer Peripherals,Small Box
1123,DAX Cubicle Frames - 8x10,Furniture,Office Furnishings,Medium Box
1124,Acco SmartsocketÂ¨ Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,Small Box
1125,"IBM Numeric Access II Keypad, 17-Key, Black",Technology,Computer Peripherals,Small Box
1126,Xerox 1981,Office Supplies,Paper,Small Box
1127,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Office Furnishings,Small Box
1128,36X48 HARDFLOOR CHAIRMAT,Furniture,Office Furnishings,Medium Box
1129,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage & Organization,Small Box
1130,ELITE Series,Technology,Telephones and Communication,Small Box
1131,OIC Thumb-Tacks,Office Supplies,Rubber Bands,Wrap Bag
1132,Gyration Ultra Professional Cordless Optical Suite,Technology,Computer Peripherals,Small Box
1133,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,Medium Box
1134,#6 3/4 Gummed Flap White Envelopes,Office Supplies,Envelopes,Small Box
1135,Grip Seal Envelopes,Office Supplies,Envelopes,Small Box
1136,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders and Binder Accessories,Small Box
1137,Polycom ViewStationÂª ISDN Videoconferencing Unit,Technology,Office Machines,Large Box
1138,"Master Big FootÂ¨ Doorstop, Beige",Furniture,Office Furnishings,Wrap Bag
1139,US Robotics 56K V.92 Internal PCI Faxmodem,Technology,Computer Peripherals,Small Box
1140,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders and Binder Accessories,Small Box
1141,Xerox 19,Office Supplies,Paper,Small Box
1142,GBC Plastic Binding Combs,Office Supplies,Binders and Binder Accessories,Small Box
1143,"Computer Room Manger, 14""",Furniture,Office Furnishings,Small Box
1144,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders and Binder Accessories,Small Box
1145,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Technology,Computer Peripherals,Small Pack
1146,Panasonic KX-P2130 Dot Matrix Printer,Technology,Office Machines,Jumbo Drum
1147,"Sanford EarthWriteÂ¨ Recycled Pencils, Medium Soft, #2",Office Supplies,Pens & Art Supplies,Wrap Bag
1148,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders and Binder Accessories,Small Box
1149,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders and Binder Accessories,Small Box
1150,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Office Furnishings,Small Pack
1151,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders and Binder Accessories,Small Box
1152,"EldonÂ¨ 300 ClassÂª Desk Accessories, Black",Furniture,Office Furnishings,Small Box
1153,Xerox 1968,Office Supplies,Paper,Small Box
1154,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs & Chairmats,Jumbo Drum
1155,AcmeÂ¨ Preferred Stainless Steel Scissors,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack
1156,StarTAC 7797,Technology,Telephones and Communication,Small Box
1157,Kensington 6 Outlet MasterPieceÂ¨ HOMEOFFICE Power Control Center,Office Supplies,Appliances,Small Box
1158,Xerox 207,Office Supplies,Paper,Small Box
1159,"Quartet AlphaÂ¨ White Chalk, 12/Pack",Office Supplies,Pens & Art Supplies,Wrap Bag
1160,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,Jumbo Box
1161,Xerox 231,Office Supplies,Paper,Small Box
1162,Space SolutionsÂª Industrial Galvanized Steel Shelving.,Office Supplies,Storage & Organization,Large Box
1163,Staples Surge Protector 6 outlet,Office Supplies,Appliances,Small Box
1164,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Pens & Art Supplies,Small Pack
1165,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,Small Box
1166,Ibico EPK-21 Electric Binding System,Office Supplies,Binders and Binder Accessories,Small Box
1167,Avery 511,Office Supplies,Labels,Small Box
1168,Xerox 215,Office Supplies,Paper,Small Box
1169,"Dixon TiconderogaÂ¨ Erasable Colored Pencil Set, 12-Color",Office Supplies,Pens & Art Supplies,Wrap Bag
1170,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,Small Box
1171,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Pens & Art Supplies,Wrap Bag
1172,Xerox 1998,Office Supplies,Paper,Small Box
1173,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,Wrap Bag
1174,"6"" Cubicle Wall Clock, Black",Furniture,Office Furnishings,Small Box
1175,"Eldon ImÂgeÂ¨ Series Desk Accessories, Clear",Furniture,Office Furnishings,Small Box
1176,Fellowes OfficewareÂª Wire Shelving,Office Supplies,Storage & Organization,Large Box
1177,"Eldon ExpressionsÂª Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Office Furnishings,Small Box
1178,Economy Rollaway Files,Office Supplies,Storage & Organization,Small Box
1179,Alliance Rubber Bands,Office Supplies,Rubber Bands,Wrap Bag
1180,"File Shuttle II and Handi-File, Black",Office Supplies,Storage & Organization,Small Box
1181,Round Specialty Laser Printer Labels,Office Supplies,Labels,Small Box
1182,EldonÂ¨ 500 ClassÂª Desk Accessories,Furniture,Office Furnishings,Wrap Bag
1183,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,Jumbo Box
1184,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Office Furnishings,Small Pack
1185,"Staples 10"" Round Wall Clock",Furniture,Office Furnishings,Small Box
1186,Epson LQ-870 Dot Matrix Printer,Technology,Office Machines,Jumbo Drum
1187,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,Wrap Bag
1188,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage & Organization,Small Box
1189,Canon F603 Scientific Calculator,Technology,Office Machines,Medium Box
1190,Newell 329,Office Supplies,Pens & Art Supplies,Wrap Bag
1191,"Sanford PrismacolorÂ¨ Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Pens & Art Supplies,Wrap Bag
1192,Fellowes Bankers BoxÂª Stor/DrawerÂ¨ Steel PlusÂª,Office Supplies,Storage & Organization,Small Box
1193,"Adams Telephone Message Books, 5 1/4Ã x 11Ã",Office Supplies,Paper,Wrap Bag
1194,Xerox 195,Office Supplies,Paper,Small Box
1195,Eldon AdvantageÂ¨ Foldable Chair Mats for Low Pile Carpets,Furniture,Office Furnishings,Medium Box
1196,Xerox 1954,Office Supplies,Paper,Small Box
1197,V2397,Technology,Telephones and Communication,Small Box
1198,Epson FX-980 Dot Matrix Printer,Technology,Office Machines,Jumbo Drum
1199,"AveryÂ¨ 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders and Binder Accessories,Small Box
1200,Soundgear TeleForum DX Desktop Conference Phone,Technology,Office Machines,Medium Box
1201,i270,Technology,Telephones and Communication,Small Box
1202,Steel Personal Filing/Posting Tote,Office Supplies,Storage & Organization,Small Box
1203,JM Magazine Binder,Office Supplies,Binders and Binder Accessories,Small Box
1204,Xerox 1926,Office Supplies,Paper,Small Box
1205,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,Wrap Bag
1206,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,Small Box
1207,Luxo Adjustable Task Clamp Lamp,Furniture,Office Furnishings,Large Box
1208,Sanford Pocket AccentÂ¨ Highlighters,Office Supplies,Pens & Art Supplies,Wrap Bag
1209,Contemporary Wood/Metal Frame,Furniture,Office Furnishings,Small Box
1210,Advantus Panel Wall Acrylic Frame,Furniture,Office Furnishings,Small Pack
1211,Avery 516,Office Supplies,Labels,Small Box
1212,Newell 332,Office Supplies,Pens & Art Supplies,Wrap Bag
1213,Acco 3-Hole Punch,Office Supplies,Binders and Binder Accessories,Small Box
1214,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,Small Box
1215,GBC ProClick Punch Binding System,Office Supplies,Binders and Binder Accessories,Small Box
1216,GBC Poly Designer Binding Covers,Office Supplies,Binders and Binder Accessories,Small Box
1217,Southworth Structures CollectionÂª,Office Supplies,Paper,Small Box
1218,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders and Binder Accessories,Small Box
1219,Epson FX-2180 Wide Format Dot Matrix Printer,Technology,Office Machines,Jumbo Drum
1220,Xerox 1988,Office Supplies,Paper,Small Box
1221,"Eureka The BossÂ¨ Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,Small Box
1222,Hewlett Packard 6S Scientific Calculator,Technology,Office Machines,Medium Box
1223,"Sanford ColorificÂ¨ Eraseable Coloring Pencils, 12 Count",Office Supplies,Pens & Art Supplies,Wrap Bag
1224,Newell 308,Office Supplies,Pens & Art Supplies,Wrap Bag
1225,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box
1226,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders and Binder Accessories,Small Box
1227,Honeywell EnviracaireÂ¨ Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,Large Box
1228,"EldonÂ¨ Executive Woodline II Desk Accessories, Mahogany",Furniture,Office Furnishings,Small Box
1229,"Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB",Technology,Computer Peripherals,Small Pack
1230,Kensington 4 Outlet MasterPieceÂ¨ Compact Power Control Center,Office Supplies,Appliances,Small Box
1231,Xerox 223,Office Supplies,Paper,Small Box
1232,"210 Trimline Phone, White",Technology,Office Machines,Medium Box
1233,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Pens & Art Supplies,Small Pack
1234,5170i,Technology,Telephones and Communication,Small Box
1235,"Avery Hi-LiterÂ¨ EverBoldÂª Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Pens & Art Supplies,Wrap Bag
1236,Desktop 3-Pocket Hot FileÂ¨,Office Supplies,Storage & Organization,Small Box
1237,Lexmark 4227 Plus Dot Matrix Printer,Technology,Office Machines,Jumbo Drum
1238,6162,Technology,Telephones and Communication,Small Box
1239,Avery 482,Office Supplies,Labels,Small Box
1240,Xerox 1972,Office Supplies,Paper,Small Box
1241,"Acco Clips to GoÂª Binder Clips, 24 Clips in Two Sizes",Office Supplies,Rubber Bands,Wrap Bag
1242,"Sony IBM Color Diskettes, 25/Pack",Technology,Computer Peripherals,Small Pack
1243,"Fellowes Mobile File Cart, Black",Office Supplies,Storage & Organization,Small Box
1244,Sterilite Officeware Hinged File Box,Office Supplies,Storage & Organization,Small Box
1245,Xerox 1883,Office Supplies,Paper,Small Box
1246,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage & Organization,Large Box
1247,iDEN i550,Technology,Telephones and Communication,Small Box
1248,DAX Wood Document Frame,Furniture,Office Furnishings,Small Pack
1249,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,Medium Box
1250,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Technology,Office Machines,Jumbo Box
1251,R289LX,Technology,Telephones and Communication,Small Box
1252,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Office Furnishings,Large Box
1253,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Technology,Office Machines,Small Box
1254,UniKeepÂª View Case Binders,Office Supplies,Binders and Binder Accessories,Small Box
1255,"Acco PRESSTEXÂ¨ Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders and Binder Accessories,Small Box
1256,"BushÂ¨ Cubix Conference Tables, Fully Assembled",Furniture,Tables,Jumbo Box
1257,Logitech Cordless Keyboard,Technology,Computer Peripherals,Small Box
1258,V66,Technology,Telephones and Communication,Small Box
1259,Advantus Plastic Paper Clips,Office Supplies,Rubber Bands,Wrap Bag
1260,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,Jumbo Box
1261,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders and Binder Accessories,Small Box
1262,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs & Chairmats,Jumbo Drum
1263,Xerox 209,Office Supplies,Paper,Small Box
1264,"Sanford Uni-BlazerÂª View Highlighters, Chisel Tip, Yellow",Office Supplies,Pens & Art Supplies,Wrap Bag
